danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.72,0.448,11,-11.599,0,0.0712,0.195,6.75e-06,0.0844,0.674,125.354,176640,4
0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796,164573,3
0.632,0.307,5,-10.749,1,0.0341,0.23,7.02e-06,0.146,0.951,120.52,188827,4
0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.122,0.632,140.083,194520,4
0.496,0.451,9,-5.563,1,0.0278,0.82,0.000119,0.0597,0.455,100.296,171640,4
0.567,0.505,10,-13.626,1,0.04,0.0659,0.00742,0.133,0.816,167.618,238640,4
0.378,0.913,2,-5.799,1,0.0917,0.0125,0.00234,0.988,0.433,158.918,148560,4
0.649,0.209,2,-12.091,1,0.0418,0.965,0.0,0.0821,0.503,115.007,221840,3
0.776,0.635,2,-6.321,1,0.0282,0.253,0.0,0.0817,0.825,111.192,217200,4
0.335,0.35,7,-14.888,1,0.0377,0.975,0.259,0.171,0.564,72.965,158067,4
0.319,0.879,9,-5.505,0,0.0377,3.54e-05,0.891,0.0917,0.269,103.926,268453,4
0.51,0.425,2,-9.219,0,0.0351,0.255,0.147,0.0891,0.13,117.792,290693,4
0.539,0.93,11,-5.106,1,0.0408,0.0163,0.0141,0.0388,0.699,143.523,211093,4
0.386,0.585,11,-5.716,0,0.0519,0.994,0.639,0.196,0.669,120.303,190187,3
0.619,0.452,9,-5.449,1,0.028,0.502,0.0,0.122,0.174,131.981,204173,4
0.583,0.685,10,-8.347,0,0.0728,0.214,0.817,0.345,0.483,167.355,147613,4
0.451,0.76,9,-4.195,1,0.0358,0.534,0.843,0.326,0.417,121.737,227720,4
0.687,0.724,4,-2.478,0,0.0301,0.33,0.000273,0.248,0.94,141.507,204587,4
0.437,0.333,2,-15.057,0,0.0402,0.86,0.00687,0.106,0.42,167.36,471827,4
0.542,0.451,4,-10.448,1,0.0347,0.889,0.000804,0.251,0.461,99.712,162853,3
0.745,0.27,6,-13.487,0,0.944,0.0523,0.0,0.437,0.483,108.467,100600,5
0.324,0.426,7,-10.898,0,0.0315,0.476,1.99e-06,0.411,0.414,140.858,200600,4
0.722,0.544,8,-5.924,1,0.075,0.0969,0.0,0.0836,0.805,83.789,239200,4
0.599,0.287,10,-8.834,1,0.0312,0.894,2.76e-05,0.298,0.561,102.692,190867,4
0.595,0.366,2,-11.848,1,0.0346,0.455,0.000486,0.11,0.362,106.602,256653,4
0.649,0.791,2,-6.013,1,0.193,0.104,1.97e-06,0.108,0.811,128.023,236160,4
0.295,0.0709,1,-20.879,1,0.0903,0.97,0.0,0.136,0.0613,65.771,515933,3
0.565,0.562,0,-7.43,1,0.0339,0.263,0.0,0.0994,0.652,75.035,229093,4
0.472,0.613,5,-10.154,0,0.035,0.442,0.841,0.43,0.348,89.044,167240,4
0.639,0.347,1,-12.322,0,0.0421,0.406,0.000268,0.215,0.247,72.978,254640,4
0.702,0.296,2,-15.707,0,0.798,0.858,3.85e-05,0.243,0.302,108.826,248267,4
0.452,0.913,7,-6.841,1,0.0487,0.0142,3.11e-05,0.0655,0.449,135.867,240126,4
0.358,0.714,10,-9.379,1,0.0573,0.102,0.0262,0.17,0.63,138.534,265467,4
0.517,0.846,7,-4.332,1,0.0346,0.0435,0.0,0.177,0.683,89.912,252920,4
0.634,0.475,1,-5.741,1,0.0289,0.32,0.0,0.0677,0.168,127.839,266169,4
0.632,0.894,7,-5.211,1,0.0317,0.00622,0.0,0.328,0.718,102.039,268640,4
0.375,0.617,9,-10.083,1,0.0768,0.781,0.0,0.355,0.794,177.791,118467,4
0.715,0.473,3,-14.057,1,0.0633,0.033,0.0,0.0719,0.71,134.546,227733,4
0.561,0.254,10,-19.743,0,0.898,0.993,1.24e-05,0.222,0.45,209.555,110387,3
0.463,0.882,1,-5.356,1,0.0987,0.225,0.0,0.991,0.648,173.917,392173,4
0.745,0.858,9,-2.221,1,0.237,0.28,0.0,0.188,0.547,89.983,249533,4
0.667,0.0968,0,-22.6,1,0.484,0.963,0.0,0.121,0.432,125.321,83867,5
0.375,0.332,0,-18.095,0,0.0743,0.692,0.00227,0.101,0.621,178.862,443933,4
0.655,0.354,1,-12.025,0,0.162,0.994,0.305,0.165,0.471,126.177,160733,4
0.534,0.936,11,-11.295,0,0.0401,0.0503,0.875,0.0606,0.922,113.994,196333,1
0.362,0.826,0,-5.416,1,0.0449,0.0277,0.0,0.176,0.596,147.204,218897,4
0.367,0.672,9,-10.014,1,0.0378,0.0013,0.899,0.111,0.382,128.497,507227,4
0.598,0.258,10,-11.553,0,0.0449,0.995,0.323,0.351,0.639,135.614,198400,4
0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,243587,4
0.466,0.479,4,-11.556,1,0.0322,0.618,0.00155,0.293,0.722,146.208,176467,4
0.54,0.711,7,-5.717,1,0.0255,0.103,0.0,0.0827,0.292,92.014,241000,4
0.499,0.308,10,-9.861,1,0.0265,0.76,0.000392,0.0989,0.29,136.0,280107,4
0.389,0.318,8,-8.868,1,0.0332,0.382,1.43e-05,0.244,0.451,131.838,177973,5
0.535,0.56,4,-6.586,1,0.0901,0.287,0.0,0.209,0.785,164.17,223387,4
0.494,0.859,0,-3.335,1,0.0669,0.0673,0.0,0.0468,0.634,167.125,223813,4
0.836,0.644,1,-8.11,1,0.0522,0.0235,0.194,0.297,0.652,99.721,244560,4
0.439,0.331,9,-17.196,0,0.0681,0.906,0.378,0.102,0.46,130.877,69187,4
0.569,0.807,0,-4.584,1,0.0464,0.0876,0.0,0.164,0.883,76.011,181933,4
0.427,0.767,6,-5.783,1,0.143,0.0788,0.0,0.095,0.651,76.711,209840,4
0.196,0.899,0,-6.115,1,0.0593,5.18e-06,0.149,0.108,0.467,177.426,203929,4
0.31,0.447,5,-9.691,1,0.0353,0.978,0.283,0.31,0.455,74.878,211187,4
0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,246320,4
0.727,0.678,8,-12.5,0,0.0413,0.816,0.83,0.107,0.765,103.404,358360,3
0.418,0.328,0,-17.067,1,0.127,0.622,1.74e-05,0.128,0.68,164.315,213733,4
0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935,320267,4
0.715,0.597,0,-8.477,1,0.116,0.49,7.94e-05,0.0808,0.843,88.69,194387,4
0.66,0.53,11,-13.686,1,0.029,0.406,0.00186,0.343,0.924,109.058,231093,4
0.499,0.794,2,-5.628,1,0.0374,0.0359,0.0,0.0794,0.185,80.175,273280,4
0.646,0.462,1,-12.352,1,0.0251,0.153,0.0,0.27,0.754,106.808,193293,4
0.547,0.201,9,-15.928,1,0.0397,0.811,7.72e-05,0.118,0.287,80.935,214840,4
0.713,0.782,3,-4.597,1,0.0267,0.158,5.55e-06,0.26,0.702,123.89,213307,4
0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,282947,4
0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,146360,4
0.791,0.592,11,-6.322,0,0.0474,0.162,0.000491,0.623,0.756,90.009,325960,4
0.566,0.919,2,-1.901,0,0.0639,0.0666,0.0,0.34,0.55,146.99,242293,4
0.348,0.7,4,-8.885,1,0.0611,0.0397,0.00228,0.106,0.416,93.614,675653,4
0.638,0.0811,7,-22.646,1,0.0335,0.879,0.00313,0.314,0.0503,109.154,167240,4
0.392,0.0445,1,-29.523,0,0.0393,0.993,0.887,0.705,0.353,131.116,196440,4
0.551,0.418,0,-10.265,1,0.0377,0.508,0.0355,0.174,0.202,76.731,307507,4
0.643,0.232,0,-15.895,1,0.0279,0.363,0.0342,0.0987,0.461,95.053,173173,4
0.485,0.807,8,-10.632,1,0.0336,0.00409,0.494,0.0488,0.896,146.762,297842,4
0.752,0.518,4,-7.167,1,0.0805,0.111,0.317,0.0514,0.388,155.19,278686,4
0.734,0.554,8,-8.336,1,0.0315,0.293,0.000584,0.0695,0.83,105.618,193120,4
0.543,0.133,8,-15.67,1,0.0556,0.99,0.0938,0.0836,0.527,120.201,128507,4
0.339,0.326,9,-10.563,0,0.0599,0.826,7.21e-05,0.104,0.759,81.555,137093,4
0.599,0.492,5,-16.5,1,0.0367,0.129,0.729,0.141,0.12,105.005,270514,4
0.378,0.57,11,-6.567,1,0.0468,0.926,0.961,0.3,0.665,89.495,167840,3
0.591,0.909,11,-5.541,0,0.16,0.279,0.0269,0.99,0.64,138.25,297667,4
0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,219427,4
0.6,0.845,10,-7.076,1,0.0311,0.048,0.0,0.24,0.392,97.631,210612,4
0.655,0.433,5,-7.577,0,0.0348,0.444,0.0,0.221,0.199,130.127,245293,4
0.829,0.678,5,-10.081,1,0.245,0.25,0.944,0.0714,0.719,72.535,135920,4
0.42,0.0727,3,-16.678,1,0.0462,0.962,0.685,0.155,0.212,65.439,245360,4
0.506,0.0117,10,-21.114,1,0.117,0.992,0.925,0.0861,0.0836,130.375,408880,4
0.577,0.469,0,-6.271,1,0.0333,0.886,0.465,0.188,0.329,90.155,163960,3
0.183,0.164,3,-13.535,1,0.0347,0.559,3.35e-06,0.13,0.113,173.786,244027,4
0.377,0.537,4,-6.811,1,0.0332,0.168,0.00528,0.0831,0.421,126.173,150573,4
0.354,0.867,5,-5.078,1,0.0362,4.64e-05,0.404,0.0748,0.436,93.389,274400,4
0.494,0.499,6,-8.967,1,0.0411,0.667,0.052,0.391,0.572,144.84,521320,4
0.307,0.885,11,-6.482,0,0.0815,0.00574,0.0,0.239,0.524,109.389,354093,4
0.233,0.142,6,-17.062,1,0.0365,0.968,0.817,0.104,0.0976,90.349,712893,4
0.594,0.141,9,-13.498,1,0.0327,0.913,1.41e-06,0.135,0.433,105.235,184133,4
0.538,0.93,8,-5.241,1,0.0824,0.0993,3.13e-06,0.122,0.615,108.573,335110,4
0.378,0.424,2,-12.374,1,0.0417,0.026,0.000431,0.608,0.496,61.757,383933,4
0.378,0.846,8,-3.187,1,0.0417,0.00147,0.0,0.0905,0.387,180.27,216560,4
0.431,0.515,1,-9.594,1,0.074,0.79,1.42e-05,0.562,0.709,78.613,221760,4
0.483,0.519,4,-5.393,0,0.0313,0.712,0.0,0.113,0.248,118.639,271859,4
0.721,0.225,9,-20.205,0,0.949,0.0269,0.0,0.33,0.672,119.49,283550,3
0.699,0.412,10,-16.051,1,0.327,0.897,9.64e-05,0.128,0.655,108.865,167800,4
0.341,0.381,7,-7.88,0,0.0416,0.364,0.0,0.15,0.817,200.567,195587,4
0.486,0.973,9,-2.984,1,0.0937,0.0366,4.27e-05,0.337,0.101,105.041,413733,4
0.509,0.886,7,-5.192,1,0.0512,0.000773,0.142,0.0995,0.659,144.926,213867,4
0.562,0.947,9,-3.948,0,0.0681,0.396,0.0,0.164,0.569,132.857,237200,4
0.305,0.116,0,-19.526,1,0.0363,0.981,0.848,0.408,0.123,71.723,261200,4
0.634,0.45,0,-8.335,1,0.0327,0.359,6.79e-06,0.0937,0.367,83.853,233707,4
0.489,0.181,10,-19.703,1,0.0461,0.993,0.914,0.246,0.813,81.417,131627,4
0.65,0.534,9,-10.391,1,0.0247,0.377,0.0,0.0416,0.428,94.558,245800,4
0.756,0.49,8,-12.109,1,0.0552,0.0798,0.0838,0.199,0.949,97.339,456133,4
0.586,0.463,7,-10.981,1,0.146,0.971,0.26,0.0866,0.807,129.712,137796,4
0.638,0.169,8,-14.023,1,0.0466,0.864,0.0,0.236,0.684,141.114,187013,4
0.72,0.128,10,-17.66,1,0.809,0.977,0.0,0.111,0.641,115.469,171669,4
0.58,0.338,11,-8.723,0,0.0371,0.978,0.0,0.112,0.741,134.094,165670,3
0.564,0.812,11,-5.432,0,0.0767,0.0407,0.0,0.12,0.616,95.969,272533,4
0.533,0.724,7,-8.954,0,0.311,0.275,4.59e-06,0.118,0.504,89.862,95507,4
0.696,0.454,1,-8.845,0,0.27,0.978,0.469,0.352,0.598,121.491,177920,4
0.497,0.819,8,-4.352,1,0.0424,0.151,0.0,0.108,0.276,126.002,252280,4
0.62,0.208,7,-11.68,0,0.0751,0.855,0.0,0.12,0.733,113.472,154853,4
0.311,0.0558,6,-20.562,1,0.0377,0.982,0.0,0.101,0.214,174.416,186067,3
0.569,0.829,6,-5.884,1,0.0839,0.0166,0.721,0.127,0.522,147.15,275067,4
0.383,0.378,11,-10.474,0,0.0509,0.976,0.0,0.185,0.514,101.104,202120,3
0.365,0.272,10,-20.376,1,0.0475,0.991,0.913,0.113,0.85,161.538,154333,4
0.613,0.791,0,-7.293,1,0.0336,0.0469,0.708,0.128,0.509,101.066,289827,4
0.499,0.466,5,-12.326,1,0.186,0.614,3.05e-05,0.247,0.628,79.774,299493,3
0.583,0.191,2,-15.425,0,0.0367,0.994,0.878,0.122,0.579,112.759,185813,4
0.543,0.644,1,-5.952,1,0.333,0.113,0.0,0.0733,0.706,97.41,227147,4
0.573,0.572,11,-7.519,1,0.036,0.118,0.0,0.148,0.872,77.681,133453,4
0.535,0.884,9,-5.499,0,0.0407,0.00188,0.00126,0.14,0.796,120.555,205987,4
0.728,0.801,4,-3.636,1,0.0752,0.00349,0.000195,0.0907,0.813,119.989,193043,4
0.718,0.832,2,-2.772,1,0.0407,0.392,9.84e-06,0.0401,0.929,126.597,140973,4
0.233,0.113,1,-18.276,1,0.0397,0.992,0.879,0.161,0.0642,64.082,519933,4
0.64,0.556,6,-6.675,0,0.161,0.705,1.08e-05,0.0799,0.954,204.081,157413,4
0.52,0.545,11,-12.67,0,0.158,0.00494,0.285,0.464,0.233,121.78,329653,4
0.687,0.164,7,-18.711,1,0.934,0.143,0.0,0.25,0.706,99.094,127900,3
0.592,0.483,7,-11.348,1,0.0475,0.351,0.0,0.201,0.719,126.499,161227,4
0.512,0.36,8,-7.276,1,0.0327,0.811,3.96e-05,0.326,0.918,98.992,202571,4
0.344,0.995,11,-4.827,0,0.317,0.000668,0.708,0.188,0.145,76.978,130560,4
0.564,0.323,10,-14.384,1,0.0499,0.947,0.00135,0.119,0.863,140.022,147122,4
0.586,0.426,0,-10.904,0,0.0242,0.357,0.474,0.0762,0.21,80.941,291040,4
0.2,0.0581,9,-22.939,0,0.0364,0.991,0.952,0.151,0.0727,60.325,293173,4
0.871,0.71,1,-11.112,1,0.196,0.00205,3.08e-05,0.0486,0.704,105.55,297067,4
0.246,0.343,10,-15.643,1,0.0303,0.796,0.483,0.143,0.374,170.276,450107,3
0.84,0.638,7,-8.173,1,0.386,0.0668,1.07e-06,0.482,0.637,94.012,304147,4
0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,248680,4
0.358,0.665,9,-6.802,1,0.0381,0.0653,0.0189,0.622,0.579,149.543,357133,4
0.772,0.46,9,-11.533,0,0.039,0.157,0.0,0.124,0.921,137.437,185773,4
0.478,0.203,10,-16.632,1,0.0482,0.964,0.659,0.399,0.681,112.964,201067,4
0.359,0.159,5,-14.795,1,0.0381,0.795,0.26,0.0928,0.184,169.41,262227,3
0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,185040,4
0.387,0.413,7,-8.95,1,0.0559,0.162,1.56e-05,0.262,0.249,173.73,257484,3
0.626,0.0466,1,-30.594,1,0.578,0.904,3.2e-05,0.128,0.445,141.669,36227,1
0.434,0.587,9,-9.535,0,0.0388,0.073,0.0315,0.121,0.888,160.057,157231,4
0.258,0.909,0,-7.921,0,0.109,0.0249,0.001,0.0611,0.4,159.742,285573,4
0.461,0.133,11,-17.188,1,0.0511,0.995,0.894,0.164,0.743,136.93,191240,4
0.67,0.541,4,-7.415,0,0.293,0.29,3.11e-06,0.0751,0.488,167.935,232000,4
0.574,0.428,0,-12.344,0,0.0558,0.481,0.181,0.109,0.48,97.405,413173,4
0.714,0.0299,5,-22.437,1,0.811,0.991,0.00287,0.0988,0.321,81.412,51520,5
0.33,0.762,0,-11.974,1,0.0615,0.00133,0.074,0.196,0.465,128.084,256307,4
0.215,0.18,5,-16.98,1,0.0453,0.97,0.625,0.112,0.0733,55.529,116707,4
0.763,0.53,0,-10.78,1,0.0733,0.348,1.42e-05,0.0989,0.837,144.498,163733,4
0.75,0.741,9,-4.43,1,0.402,0.447,0.0,0.121,0.495,79.968,209180,4
0.663,0.605,0,-8.534,1,0.0588,0.437,0.0,0.0894,0.836,100.854,265800,4
0.49,0.128,5,-21.964,1,0.0613,0.984,0.918,0.0986,0.582,90.356,202613,4
0.686,0.614,4,-7.897,0,0.36,0.103,0.0,0.0888,0.355,90.634,171158,4
0.497,0.433,6,-7.126,0,0.235,0.0534,0.0,0.0545,0.447,78.479,258120,4
0.47,0.226,2,-11.578,1,0.035,0.0362,0.136,0.103,0.318,134.613,181800,4
0.573,0.662,0,-7.148,1,0.337,0.0495,0.000136,0.0724,0.805,199.208,212277,4
0.532,0.378,6,-10.179,0,0.0401,0.796,0.000755,0.221,0.79,100.777,239760,3
0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.624,228000,4
0.711,0.745,2,-8.573,1,0.0451,0.0791,0.0,0.0446,0.763,91.173,263933,4
0.311,0.253,2,-11.934,1,0.0367,0.99,0.000156,0.129,0.422,88.029,208973,4
0.499,0.0499,7,-19.877,1,0.0362,0.879,8.24e-06,0.148,0.244,87.052,196133,4
0.489,0.0276,10,-25.784,1,0.0407,0.952,0.937,0.102,0.117,70.339,246827,4
0.657,0.381,7,-9.528,0,0.0793,0.702,0.0,0.107,0.506,141.41,114680,4
0.24,0.155,1,-18.781,1,0.0431,0.971,0.000279,0.113,0.055,134.317,258720,4
0.745,0.604,7,-9.311,1,0.0949,0.00254,0.0492,0.116,0.648,96.514,189667,4
0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600,4
0.616,0.121,4,-17.309,1,0.0641,0.99,0.771,0.316,0.848,83.076,152693,4
0.744,0.318,11,-12.458,0,0.0342,0.73,0.0166,0.104,0.21,110.127,274813,4
0.691,0.826,4,-8.627,1,0.141,0.000788,0.888,0.164,0.786,140.561,316107,4
0.424,0.448,5,-13.29,1,0.0954,0.976,0.000112,0.436,0.578,82.35,308600,4
0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,216333,4
0.701,0.534,2,-7.127,1,0.0799,0.264,0.00535,0.0546,0.893,113.693,218640,4
0.503,0.226,4,-14.051,1,0.0297,0.852,2.83e-06,0.149,0.388,98.037,131120,4
0.617,0.115,11,-13.284,1,0.254,0.994,0.0259,0.137,0.77,94.599,158999,4
0.641,0.608,0,-17.238,1,0.041,0.181,0.454,0.065,0.962,181.303,150227,4
0.834,0.374,1,-10.173,1,0.333,0.123,0.0,0.134,0.545,140.001,203494,4
0.587,0.393,9,-12.664,0,0.0782,0.0198,0.736,0.145,0.383,142.184,237720,4
0.739,0.807,0,-5.063,1,0.0652,0.0181,0.0,0.295,0.632,97.048,227853,4
0.643,0.803,7,-7.703,1,0.0414,0.0358,1.16e-05,0.229,0.966,123.283,100600,4
0.527,0.593,8,-9.455,1,0.0715,0.148,0.0,0.0921,0.729,173.145,166400,3
0.454,0.126,5,-17.388,1,0.0403,0.992,0.944,0.116,0.411,82.918,336827,4
0.769,0.371,0,-8.522,1,0.0326,0.733,3.73e-05,0.106,0.653,100.001,225107,4
0.495,0.248,3,-14.984,1,0.0591,0.992,9.27e-06,0.421,0.846,205.98,225045,4
0.143,0.174,9,-17.379,0,0.0354,0.772,0.925,0.091,0.0385,138.947,245320,4
0.507,0.295,7,-13.644,1,0.035,0.466,2.48e-06,0.317,0.669,122.081,159280,4
0.261,0.974,5,-2.606,1,0.157,0.033,0.0,0.264,0.195,140.133,230547,4
0.308,0.529,7,-5.319,0,0.0874,0.479,0.0,0.441,0.485,80.794,196960,4
0.288,0.171,4,-18.903,1,0.0457,0.943,0.612,0.338,0.393,94.884,424787,4
0.604,0.565,4,-11.644,0,0.028,0.213,0.0373,0.113,0.492,93.245,162840,4
0.554,0.167,9,-12.454,1,0.0307,0.95,0.000301,0.112,0.0793,79.554,245173,4
0.524,0.191,9,-16.784,1,0.0474,0.982,0.335,0.0649,0.299,89.957,524227,4
0.739,0.346,2,-11.716,1,0.133,0.84,2.37e-05,0.0574,0.738,126.855,143813,4
0.243,0.188,3,-14.175,1,0.0337,0.85,0.000832,0.243,0.453,84.259,227707,4
0.447,0.146,5,-22.641,0,0.0495,0.995,0.804,0.122,0.568,150.116,257760,4
0.454,0.627,9,-4.362,1,0.0342,0.027,0.0,0.0869,0.575,179.825,207120,4
0.457,0.48,9,-15.776,1,0.03,0.38,0.016,0.142,0.683,157.967,289160,4
0.278,0.239,7,-15.149,0,0.0397,0.985,0.945,0.123,0.559,148.711,282333,4
0.648,0.271,0,-17.396,1,0.0358,0.958,0.876,0.0837,0.501,121.545,201000,4
0.7,0.802,11,-6.966,0,0.037,0.0422,0.17,0.239,0.445,97.189,286170,4
0.849,0.362,2,-8.585,1,0.41,0.526,1.63e-05,0.233,0.415,81.143,237157,4
0.595,0.546,1,-12.951,1,0.0284,0.164,1.54e-06,0.0784,0.879,167.064,218360,4
0.589,0.135,8,-13.113,1,0.0531,0.977,6.94e-06,0.108,0.622,111.819,181067,4
0.383,0.34,2,-15.423,1,0.0368,0.878,0.0,0.083,0.472,143.482,193773,4
0.52,0.321,4,-13.28,1,0.0259,0.237,0.0,0.0868,0.398,80.826,146067,3
0.421,0.405,7,-10.448,1,0.0301,0.461,0.0922,0.0708,0.234,131.133,288013,4
0.548,0.148,5,-14.387,1,0.0575,0.943,0.00681,0.125,0.272,100.907,348293,4
0.63,0.679,9,-13.23,1,0.0751,0.588,0.000428,0.0715,0.967,176.913,144333,4
0.213,0.444,4,-12.438,0,0.0382,0.515,0.205,0.178,0.362,93.197,396867,4
0.753,0.469,2,-11.64,1,0.0339,0.535,0.0,0.29,0.838,120.918,164440,4
0.851,0.548,1,-8.018,1,0.144,0.193,0.0,0.171,0.581,85.409,205827,4
0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4
0.599,0.363,7,-11.728,1,0.0315,0.333,0.0,0.243,0.648,79.456,213107,4
0.698,0.54,10,-12.121,1,0.0343,0.127,1.02e-05,0.059,0.773,139.082,146400,4
0.699,0.869,11,-4.263,0,0.238,0.0118,0.0,0.0982,0.616,93.612,228627,4
0.557,0.74,0,-8.801,1,0.0344,0.0381,8.83e-06,0.0584,0.379,113.451,340493,4
0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.116,168040,4
0.713,0.228,2,-17.271,1,0.0509,0.969,0.136,0.119,0.693,112.218,186760,4
0.744,0.354,10,-13.479,0,0.044,0.789,0.0,0.0856,0.683,121.001,184907,4
0.381,0.434,3,-6.253,1,0.0698,0.974,8.99e-05,0.351,0.656,81.944,255805,4
0.307,0.67,4,-10.094,0,0.0335,0.157,0.86,0.457,0.789,146.144,224653,4
0.655,0.116,7,-21.708,1,0.0416,0.993,0.943,0.163,0.403,114.768,226566,4
0.591,0.264,4,-15.653,0,0.139,0.859,0.0,0.387,0.483,45.97,145507,4
0.36,0.573,9,-6.054,1,0.0326,0.663,0.000178,0.136,0.562,73.371,217200,4
0.573,0.197,5,-13.941,1,0.0877,0.988,0.801,0.517,0.635,84.497,172307,3
0.118,0.0219,4,-26.439,1,0.0391,0.993,0.917,0.0873,0.0348,72.033,93360,1
0.332,0.105,6,-21.523,1,0.0352,0.987,0.88,0.102,0.0703,95.491,354200,4
0.627,0.662,7,-8.121,1,0.203,0.00236,0.0,0.157,0.207,90.008,196529,4
0.706,0.378,7,-15.293,1,0.0379,0.924,0.0738,0.0931,0.955,106.123,259533,4
0.282,0.564,10,-8.642,1,0.0293,0.853,0.815,0.319,0.21,93.156,305867,4
0.721,0.716,1,-8.156,1,0.0389,0.484,0.00361,0.129,0.771,83.236,237720,4
0.608,0.955,6,-3.361,0,0.0779,0.0212,0.0,0.133,0.879,122.447,211627,4
0.594,0.858,9,-4.339,1,0.0387,0.00059,3.11e-06,0.0642,0.663,138.021,218720,4
0.307,0.048,8,-25.331,0,0.0751,0.958,6.07e-06,0.0899,0.184,74.329,71053,1
0.527,0.516,0,-6.27,1,0.0263,0.395,1.32e-06,0.0845,0.363,148.121,270907,4
0.638,0.0438,10,-19.091,1,0.0388,0.993,0.852,0.115,0.345,104.599,164733,4
0.424,0.59,2,-5.531,0,0.0294,0.00389,0.000432,0.114,0.204,136.033,271173,4
0.699,0.51,0,-12.358,1,0.0275,0.225,0.00235,0.0846,0.971,130.064,181573,4
0.788,0.0787,7,-13.557,1,0.0493,0.942,0.0,0.119,0.524,109.038,180973,4
0.398,0.69,1,-6.809,0,0.0631,0.384,0.000437,0.129,0.174,129.904,468168,4
0.767,0.236,7,-13.797,1,0.0697,0.896,0.068,0.0967,0.728,93.567,186667,4
0.159,0.914,7,-6.509,1,0.0658,0.279,0.479,0.116,0.0833,161.048,381613,4
0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,214787,4
0.644,0.395,0,-12.75,1,0.0417,0.208,0.000577,0.0593,0.592,139.373,167507,4
0.386,0.911,4,-6.474,0,0.0956,0.000608,0.443,0.135,0.188,158.045,248547,4
0.586,0.168,4,-20.662,0,0.0337,0.925,0.914,0.13,0.395,112.523,192347,3
0.622,0.554,2,-14.053,1,0.0495,0.0811,4.29e-06,0.959,0.524,98.371,350573,4
0.587,0.799,2,-7.142,1,0.0663,0.0121,0.85,0.171,0.555,116.699,64737,4
0.436,0.249,10,-14.186,1,0.0284,0.99,0.891,0.306,0.213,94.536,162533,4
0.79,0.167,8,-12.845,1,0.0842,0.802,0.0,0.132,0.745,115.674,184000,4
0.371,0.224,4,-10.375,1,0.0368,0.987,6.33e-06,0.133,0.434,183.679,180813,3
0.813,0.622,9,-9.806,1,0.0446,0.149,0.000982,0.0822,0.973,122.72,203293,4
0.292,0.83,11,-9.498,1,0.0734,7.48e-06,0.149,0.0398,0.247,124.618,135600,4
0.689,0.505,0,-6.389,1,0.0933,0.158,0.0,0.138,0.312,99.017,217293,4
0.582,0.899,6,-6.349,1,0.0442,0.18,0.000117,0.112,0.7,136.657,217360,4
0.452,0.935,9,-6.834,1,0.0434,0.0195,0.00111,0.506,0.309,107.527,216467,4
0.432,0.664,7,-4.662,1,0.0302,0.215,0.0,0.15,0.294,156.216,251640,4
0.519,0.349,3,-9.822,1,0.378,0.995,0.063,0.15,0.492,79.73,200430,4
0.627,0.623,0,-6.613,1,0.0267,0.0476,1.09e-06,0.149,0.454,147.983,241613,4
0.133,0.927,7,-5.371,1,0.0741,0.00344,0.00044,0.0915,0.5,197.708,224867,4
0.328,0.322,2,-11.656,1,0.0302,0.974,0.000253,0.216,0.201,102.609,143573,4
0.47,0.848,8,-6.216,1,0.0506,0.221,0.000587,0.09,0.561,121.38,246731,4
0.305,0.833,6,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773,4
0.27,0.83,7,-4.592,1,0.0741,0.00956,0.434,0.142,0.205,117.314,196560,4
0.618,0.367,0,-12.016,0,0.0328,0.843,9.75e-06,0.107,0.551,105.047,414760,4
0.355,0.703,1,-5.847,0,0.0586,0.54,0.0645,0.911,0.607,100.878,166053,4
0.266,0.642,7,-5.133,1,0.0694,0.424,0.0,0.0943,0.0371,75.022,185276,4
0.715,0.374,11,-11.725,1,0.205,0.953,0.0,0.158,0.923,127.38,112613,4
0.828,0.414,0,-12.247,1,0.087,0.89,0.629,0.339,0.912,84.59,186267,4
