danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.633,0.548,8,-9.74,1,0.0254,0.0313,0.00412,0.105,0.309,101.376,304413,4
0.601,0.828,11,-5.268,0,0.0453,0.108,2.35e-06,0.106,0.618,125.945,159000,4
0.664,0.19,2,-20.109,1,0.152,0.994,0.487,0.219,0.913,127.932,140733,4
0.736,0.468,2,-15.176,1,0.05,0.0948,3.21e-06,0.0949,0.913,138.2,272507,4
0.455,0.409,5,-15.078,0,0.0424,0.183,1.03e-05,0.111,0.758,123.222,510120,1
0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,218883,4
0.542,0.799,2,-8.121,0,0.0373,0.55,0.000736,0.0909,0.949,91.228,140436,4
0.41,0.0923,1,-23.43,0,0.0479,0.975,0.0362,0.103,0.206,128.766,216867,4
0.549,0.479,7,-14.002,0,0.0434,0.337,0.042,0.144,0.92,151.266,342160,4
0.641,0.611,5,-5.168,1,0.0514,0.665,0.0,0.126,0.817,110.941,236796,4
0.702,0.233,6,-9.218,1,0.0365,0.278,0.0,0.0447,0.32,121.232,153707,4
0.781,0.881,9,-3.804,0,0.0423,0.0119,0.389,0.0797,0.868,125.935,203827,4
0.6,0.554,0,-14.122,1,0.0257,0.589,0.000116,0.0819,0.606,91.599,174160,4
0.481,0.837,10,-4.795,0,0.0584,0.42,0.000112,0.435,0.572,81.15,135600,4
0.672,0.706,9,-5.551,1,0.0779,0.0578,7.43e-05,0.0595,0.658,124.782,197933,4
0.0,2.01e-05,10,-17.502,0,0.0,0.0,0.124,0.688,0.0,0.0,71398,0
0.561,0.135,2,-13.754,1,0.0444,0.937,0.887,0.526,0.102,74.944,71013,4
0.426,0.504,0,-6.865,1,0.0636,0.703,4.22e-05,0.0911,0.687,186.379,213159,3
0.573,0.662,9,-4.461,1,0.0265,0.209,3.92e-05,0.323,0.256,140.046,234253,4
0.637,0.475,11,-8.988,0,0.0467,0.341,1.79e-06,0.325,0.468,114.958,247027,4
0.32,0.304,2,-14.943,0,0.0361,0.705,7.44e-06,0.642,0.125,163.145,247400,4
0.304,0.38,9,-13.864,1,0.041,0.781,7.29e-06,0.437,0.406,137.131,152347,3
0.646,0.708,9,-9.821,0,0.0335,0.00564,0.0,0.154,0.837,132.927,236733,4
0.714,0.309,11,-15.49,0,0.954,0.135,0.0,0.187,0.469,84.739,105622,4
0.612,0.588,5,-11.039,1,0.0457,0.13,1.35e-05,0.0695,0.937,178.904,189213,4
0.459,0.371,5,-11.787,1,0.0785,0.97,0.511,0.285,0.387,120.062,172560,4
0.575,0.118,2,-19.742,1,0.637,0.925,1.37e-05,0.078,0.391,78.522,93026,3
0.562,0.604,0,-5.832,1,0.0238,0.0357,0.0,0.608,0.525,75.947,288347,4
0.666,0.557,7,-11.286,1,0.0337,0.0413,2.91e-06,0.249,0.667,120.726,196240,4
0.682,0.586,10,-15.032,0,0.0302,0.403,0.00837,0.315,0.97,125.583,173533,4
0.522,0.327,7,-19.371,1,0.0451,0.995,0.894,0.151,0.967,109.314,108973,3
0.482,0.0653,7,-29.623,0,0.0416,0.97,0.00629,0.174,0.0708,103.081,234659,1
0.576,0.515,6,-6.178,1,0.0295,0.0788,0.0,0.118,0.407,95.406,251200,3
0.58,0.58,9,-7.21,1,0.0351,0.127,0.258,0.0426,0.972,186.428,289027,4
0.441,0.985,9,-5.005,1,0.0645,0.000541,0.00368,0.135,0.364,146.022,154307,4
0.358,0.398,0,-13.837,0,0.0373,0.968,0.875,0.38,0.655,82.48,160587,4
0.27,0.909,1,-4.983,1,0.0577,5.52e-05,0.000183,0.977,0.333,132.409,541640,4
0.429,0.432,4,-11.123,0,0.0347,0.824,0.349,0.41,0.443,120.691,223173,4
0.492,0.947,0,-2.321,1,0.149,0.0867,0.0,0.111,0.672,188.008,290307,4
0.51,0.747,7,-9.985,1,0.149,0.381,0.00014,0.878,0.384,135.706,577067,4
0.392,0.247,5,-14.584,1,0.0366,0.848,0.0452,0.413,0.325,107.313,316600,3
0.463,0.431,9,-5.802,1,0.0299,0.658,0.0,0.102,0.289,136.172,289693,4
0.371,0.644,7,-9.441,1,0.136,0.151,0.000658,0.0849,0.527,102.838,466333,4
0.44,0.983,0,-4.36,1,0.0868,0.22,0.0,0.26,0.203,159.968,341413,4
0.295,0.806,4,-12.756,0,0.11,0.0175,0.000948,0.133,0.379,124.633,360440,3
0.716,0.512,9,-9.46,1,0.0277,0.498,0.000156,0.0708,0.487,94.981,252000,3
0.285,0.93,0,-7.939,1,0.0752,1.34e-06,0.988,0.518,0.0341,80.436,519293,4
0.498,0.552,4,-9.37,1,0.0399,0.731,0.0,0.134,0.554,118.427,184667,4
0.517,0.801,1,-6.99,0,0.0438,0.504,4.23e-06,0.0961,0.89,134.009,186800,4
0.664,0.547,9,-11.594,1,0.0281,0.139,1.79e-06,0.239,0.964,132.943,172733,4
0.458,0.445,0,-8.752,1,0.0517,0.619,0.0,0.193,0.337,116.606,457333,4
0.494,0.0546,7,-20.515,1,0.0734,0.979,0.0,0.15,0.11,119.036,107933,4
0.628,0.66,2,-12.262,1,0.0437,0.00994,0.51,0.398,0.437,144.635,367453,4
0.614,0.115,1,-18.197,1,0.0313,0.336,0.0149,0.0738,0.492,145.703,110293,3
0.702,0.503,4,-10.48,0,0.0945,0.325,1.21e-06,0.101,0.513,111.011,312453,4
0.305,0.741,0,-11.703,1,0.0518,2.88e-05,0.0112,0.46,0.522,122.73,183600,4
0.629,0.551,0,-8.281,1,0.0256,0.22,0.0,0.0432,0.685,113.155,116480,3
0.394,0.274,5,-14.314,1,0.031,0.168,8.55e-06,0.105,0.166,116.801,275333,3
0.496,0.53,9,-7.716,1,0.0334,0.075,0.0,0.956,0.295,155.774,305427,4
0.583,0.534,5,-13.153,1,0.0322,0.218,0.000132,0.328,0.699,108.763,168333,4
0.628,0.282,8,-12.768,1,0.316,0.648,0.0,0.0974,0.874,155.098,182040,4
0.366,0.635,8,-12.321,1,0.0549,0.719,0.000629,0.389,0.396,77.529,522933,4
0.732,0.539,7,-12.217,1,0.0287,0.0658,0.00224,0.192,0.889,122.532,215693,4
0.672,0.121,0,-13.249,0,0.0538,0.978,0.0382,0.183,0.569,115.168,186493,4
0.486,0.506,6,-7.967,1,0.0343,0.586,0.0,0.0841,0.485,79.914,307093,4
0.687,0.427,6,-13.289,0,0.917,0.861,0.0,0.358,0.0496,109.347,297927,4
0.684,0.64,5,-9.906,0,0.0309,0.221,0.0102,0.179,0.776,106.023,234267,4
0.612,0.121,9,-16.757,1,0.0316,0.889,0.0018,0.111,0.292,79.762,179867,4
0.606,0.694,1,-8.665,1,0.0468,0.311,0.0,0.12,0.933,108.796,163560,4
0.222,0.0113,5,-33.218,1,0.043,0.989,0.954,0.0873,0.0917,74.04,351000,5
0.516,0.907,6,-6.137,1,0.0496,0.000356,0.028,0.0903,0.457,131.913,244040,4
0.7,0.286,9,-8.506,1,0.0347,0.659,0.0,0.079,0.769,132.293,194363,4
0.321,0.51,5,-7.02,1,0.0288,0.0986,0.0,0.186,0.136,165.066,394600,3
0.65,0.46,2,-14.041,1,0.0376,0.552,0.000132,0.0957,0.635,116.124,272133,4
0.629,0.27,7,-11.288,1,0.037,0.794,0.0,0.0722,0.877,100.015,86413,4
0.633,0.543,2,-9.142,1,0.0296,0.0798,0.00671,0.0964,0.118,129.089,318067,4
0.81,0.631,0,-9.75,1,0.128,0.138,0.000945,0.0762,0.475,102.043,289013,4
0.635,0.592,0,-13.02,1,0.51,0.784,3.56e-05,0.165,0.701,128.384,118733,4
0.207,0.0842,6,-19.423,0,0.0394,0.981,0.0207,0.0945,0.0501,96.631,978880,4
0.151,0.16,8,-22.399,1,0.0371,0.989,0.36,0.178,0.123,72.627,365627,4
0.587,0.497,6,-10.757,1,0.0307,0.723,0.782,0.142,0.401,144.972,287634,3
0.191,0.0633,0,-28.951,1,0.0408,0.645,0.964,0.12,0.0353,94.046,129907,3
0.396,0.14,0,-17.476,1,0.132,0.963,0.00963,0.149,0.425,164.553,290791,4
0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4
0.19,0.971,9,-5.581,1,0.224,0.000152,0.845,0.0548,0.115,96.523,228587,4
0.325,0.28,7,-11.715,1,0.0284,0.317,0.00291,0.159,0.187,134.056,176000,4
0.511,0.701,1,-7.861,1,0.0252,0.000253,0.563,0.0631,0.189,84.318,310333,4
0.553,0.501,1,-5.894,1,0.039,0.993,0.794,0.118,0.839,78.292,191335,4
0.634,0.272,9,-6.395,1,0.163,0.99,2.47e-05,0.122,0.65,101.764,193033,5
0.581,0.71,2,-5.245,1,0.0348,0.0634,0.0,0.0732,0.188,106.04,249239,4
0.632,0.33,9,-10.939,0,0.0328,0.876,8.19e-06,0.106,0.805,109.826,150507,4
0.496,0.672,3,-11.19,0,0.075,0.964,0.608,0.431,0.71,77.732,303053,4
0.525,0.273,2,-9.689,1,0.0646,0.988,0.00176,0.24,0.628,93.681,200748,4
0.881,0.781,1,-4.932,1,0.184,0.0523,0.0,0.0928,0.659,139.977,234991,4
0.71,0.223,7,-16.389,1,0.0365,0.748,0.000284,0.113,0.534,124.161,137173,4
0.523,0.151,0,-17.31,0,0.0352,0.868,0.896,0.109,0.436,68.83,176653,4
0.717,0.596,8,-13.245,1,0.0559,0.872,0.829,0.0958,0.965,142.066,158950,4
0.306,0.031,8,-27.432,1,0.0438,0.986,0.362,0.0809,0.137,118.958,518667,4
0.292,0.651,2,-6.117,1,0.0477,0.982,0.0273,0.809,0.198,78.854,223116,3
0.665,0.162,9,-13.549,1,0.0713,0.979,1.3e-05,0.382,0.719,103.431,163161,4
0.702,0.619,10,-8.332,0,0.222,0.0895,0.0,0.101,0.509,168.926,220400,4
0.512,0.768,1,-4.673,1,0.045,0.0213,3.2e-06,0.0918,0.322,126.907,224840,4
0.546,0.0191,0,-23.396,1,0.0387,0.895,8.39e-06,0.115,0.318,105.129,180160,4
0.49,0.206,11,-13.957,1,0.0424,0.971,0.000162,0.148,0.855,96.144,154924,3
0.651,0.787,7,-7.732,1,0.0315,0.111,3.66e-06,0.331,0.926,112.228,194413,4
0.363,0.612,2,-12.461,1,0.0389,0.0891,0.0462,0.0756,0.753,182.883,200693,4
0.502,0.775,0,0.474,1,0.068,0.925,0.0,0.152,0.967,51.668,157893,4
0.634,0.743,8,-4.039,1,0.0392,0.00298,1.96e-06,0.0442,0.243,118.937,237880,4
0.382,0.698,5,-5.772,1,0.0321,0.337,0.0,0.126,0.277,78.5,212533,4
0.683,0.088,7,-25.547,1,0.64,0.62,0.0,0.259,0.449,58.715,122900,3
0.269,0.0384,5,-22.191,1,0.0344,0.966,0.535,0.109,0.119,105.4,615173,4
0.375,0.965,8,-2.436,0,0.123,0.000164,0.000835,0.28,0.292,175.014,237003,4
0.389,0.359,7,-17.549,1,0.0493,0.388,0.567,0.115,0.256,118.799,507396,4
0.182,0.115,4,-16.315,1,0.0376,0.935,0.82,0.494,0.0486,143.274,167693,4
0.688,0.175,5,-16.055,1,0.033,0.912,3.62e-06,0.14,0.43,110.848,151360,4
0.629,0.187,0,-20.974,1,0.927,0.0939,9.22e-06,0.154,0.48,168.504,110500,5
0.218,0.176,10,-12.129,1,0.033,0.622,9.31e-06,0.123,0.202,116.829,244613,4
0.547,0.159,0,-13.899,1,0.0364,0.952,0.000222,0.376,0.463,137.559,101640,4
0.582,0.739,9,-6.197,1,0.349,0.0178,0.0,0.306,0.357,79.977,218800,4
0.736,0.692,5,-9.629,1,0.0447,0.00403,0.0206,0.0941,0.898,122.261,300827,4
0.195,0.146,7,-17.679,1,0.0366,0.955,0.917,0.364,0.0612,137.618,628080,3
0.535,0.856,0,-4.6,1,0.253,0.0895,0.0,0.279,0.649,178.029,253707,4
0.514,0.71,2,-11.731,1,0.0316,0.017,0.007,0.29,0.861,161.108,231573,4
0.512,0.5,9,-13.638,0,0.0352,0.109,0.931,0.09,0.803,148.366,415467,4
0.611,0.269,10,-15.339,1,0.0321,0.771,0.0,0.15,0.563,120.242,253707,4
0.715,0.587,11,-13.955,1,0.0495,0.118,2.5e-05,0.0707,0.943,109.743,158013,4
0.434,0.947,6,-5.642,1,0.0686,0.00424,0.654,0.341,0.761,113.805,340507,4
0.525,0.911,0,-4.612,1,0.0562,0.129,0.00018,0.36,0.637,129.155,247360,4
0.547,0.59,7,-9.194,0,0.0373,0.171,0.0,0.0391,0.442,126.11,294800,4
0.614,0.281,5,-9.477,1,0.056,0.897,0.79,0.241,0.963,81.347,43920,4
0.182,0.0589,5,-24.502,1,0.0382,0.928,0.000246,0.073,0.128,74.232,225293,4
0.514,0.0328,0,-14.75,1,0.0613,0.938,1.62e-06,0.0586,0.364,115.979,212360,4
0.717,0.68,2,-8.052,1,0.203,0.71,0.0,0.234,0.84,130.182,139587,4
0.579,0.309,7,-13.204,1,0.0308,0.611,0.019,0.215,0.166,114.221,180960,3
0.485,0.163,8,-14.253,1,0.0319,0.0234,0.846,0.116,0.111,88.378,252709,4
0.617,0.139,11,-17.603,0,0.956,0.188,0.0,0.618,0.842,77.579,99000,1
0.353,0.593,9,-9.675,1,0.0457,0.311,0.0,0.0685,0.488,82.56,286231,4
0.467,0.227,5,-9.035,1,0.0361,0.949,0.665,0.104,0.237,68.172,375267,4
0.216,0.0819,9,-26.17,1,0.0444,0.994,0.954,0.0931,0.0911,71.07,147000,5
0.43,0.661,11,-13.156,1,0.0276,1.14e-05,0.839,0.376,0.83,155.683,224133,4
0.825,0.307,2,-17.315,1,0.0341,0.52,7.66e-05,0.0495,0.539,112.074,276400,4
0.427,0.194,4,-18.289,1,0.0673,0.948,0.00281,0.0902,0.173,87.986,213053,3
0.491,0.134,3,-14.25,0,0.0413,0.941,0.0,0.119,0.348,88.413,192053,4
0.452,0.267,0,-16.423,1,0.0341,0.254,0.000786,0.0905,0.471,131.741,381960,4
0.487,0.673,9,-10.102,1,0.0409,0.377,0.032,0.629,0.938,110.107,108933,4
0.867,0.79,1,-5.424,1,0.0518,0.343,0.0131,0.245,0.814,110.048,219560,4
0.585,0.526,5,-5.785,1,0.0331,0.148,0.0,0.0651,0.454,88.996,69520,4
0.37,0.245,0,-20.333,1,0.0763,0.995,0.945,0.111,0.476,204.082,82147,4
0.364,0.528,2,-7.271,1,0.0397,0.922,0.000812,0.435,0.329,118.908,193267,3
0.749,0.814,6,-5.252,0,0.0744,0.00303,7.07e-05,0.33,0.853,99.597,315067,4
0.504,0.495,5,-7.571,1,0.0321,0.643,3.26e-05,0.0665,0.938,145.943,111467,4
0.902,0.552,9,-7.958,0,0.16,0.036,0.0125,0.0705,0.426,100.911,248920,4
0.517,0.489,8,-7.598,1,0.0508,0.191,5.99e-06,0.0506,0.768,165.908,199333,3
0.709,0.638,4,-9.46,0,0.105,0.0304,4.33e-05,0.0944,0.437,178.499,224000,4
0.532,0.688,0,-7.467,1,0.0367,0.0472,0.0686,0.417,0.851,129.226,154360,4
0.494,0.837,9,-4.81,1,0.0414,0.00219,0.202,0.157,0.768,137.006,286453,4
0.559,0.585,10,-7.226,1,0.0362,0.419,0.0,0.42,0.679,130.179,153187,4
0.481,0.179,3,-21.424,1,0.109,0.613,2.84e-05,0.145,0.405,74.85,187195,4
0.662,0.398,0,-17.986,1,0.565,0.907,0.0,0.721,0.506,122.114,189440,4
0.518,0.831,0,-6.051,1,0.0764,0.0513,0.0,0.253,0.612,127.015,321373,4
0.741,0.599,1,-6.672,0,0.419,0.00961,0.0,0.785,0.276,139.891,227474,4
0.674,0.555,6,-13.459,1,0.0667,0.0251,0.0,0.114,0.939,120.752,172373,4
0.54,0.156,2,-18.064,0,0.0605,0.941,0.0981,0.143,0.196,54.225,43307,3
0.558,0.204,4,-11.02,0,0.0479,0.874,0.0,0.149,0.511,120.392,161747,4
0.244,0.238,2,-13.423,1,0.0317,0.713,0.00138,0.149,0.249,136.799,216707,4
0.684,0.687,0,-6.393,1,0.0228,0.0631,1.29e-05,0.0601,0.752,91.201,286720,4
0.173,0.17,0,-16.583,0,0.0306,0.843,0.952,0.257,0.091,74.738,175600,4
0.609,0.93,7,-7.322,1,0.0464,0.184,0.000624,0.117,0.809,138.488,246800,4
0.603,0.34,5,-16.26,0,0.0502,0.659,9.46e-05,0.071,0.735,131.793,363693,4
0.756,0.153,5,-18.931,0,0.709,0.102,5.51e-06,0.164,0.525,97.089,99100,1
0.61,0.886,0,-6.496,1,0.0289,0.0186,1.16e-05,0.194,0.829,121.316,270160,4
0.305,0.165,7,-22.132,1,0.0448,0.925,0.885,0.118,0.266,81.883,166740,4
0.26,0.921,1,-8.648,0,0.103,0.00118,0.492,0.292,0.285,99.465,241293,4
0.373,0.895,10,-5.217,0,0.111,2.79e-05,0.0205,0.338,0.185,99.849,302560,4
0.661,0.819,1,-2.15,0,0.263,0.0207,0.0,0.32,0.558,87.001,236680,4
0.368,0.871,2,-3.395,0,0.106,0.0346,0.0,0.0599,0.527,84.585,204693,4
0.494,0.705,6,-11.016,0,0.0426,0.405,0.837,0.0962,0.53,93.359,194627,4
0.516,0.453,4,-10.519,1,0.0409,0.774,0.0,0.275,0.612,92.3,134027,4
0.829,0.564,7,-8.801,0,0.111,0.451,0.0155,0.111,0.868,95.494,1699893,4
0.596,0.602,3,-7.371,1,0.0328,0.668,0.000125,0.102,0.916,83.317,202400,4
0.887,0.701,4,-5.892,0,0.0873,0.106,0.00948,0.0466,0.965,110.002,315293,4
0.678,0.341,1,-8.446,0,0.0864,0.884,0.000655,0.109,0.439,116.282,201480,4
0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4
0.736,0.175,10,-18.413,1,0.926,0.245,5.98e-05,0.252,0.544,99.395,121400,4
0.507,0.366,10,-12.696,0,0.0352,0.678,0.000364,0.205,0.636,96.887,708933,4
0.259,0.057,3,-20.774,1,0.0363,0.976,0.814,0.0818,0.111,139.929,889573,3
0.469,0.815,5,-9.629,0,0.0642,0.753,0.0,0.722,0.726,99.071,101796,4
0.617,0.922,11,-8.565,0,0.0583,0.00422,0.206,0.173,0.314,114.986,230600,4
0.364,0.177,1,-13.918,1,0.0289,0.732,0.571,0.0998,0.0343,72.526,555827,4
0.2,0.2,3,-18.282,1,0.0358,0.273,0.783,0.169,0.128,84.479,160307,5
0.54,0.366,10,-11.674,1,0.0504,0.992,0.537,0.108,0.843,138.37,147261,4
0.365,0.77,0,-3.513,1,0.0644,0.944,0.796,0.299,0.133,127.793,69467,4
0.306,0.437,4,-11.46,1,0.0572,0.617,0.0,0.0756,0.271,72.729,213613,4
0.512,0.905,1,-7.02,1,0.0493,0.118,0.0,0.953,0.685,112.993,158893,4
0.824,0.538,5,-17.563,1,0.0413,0.566,0.927,0.109,0.979,125.647,148960,4
0.377,0.499,7,-7.646,1,0.0314,0.848,0.000296,0.268,0.446,176.074,177947,4
0.863,0.871,10,-7.524,1,0.0391,0.111,0.264,0.0887,0.969,91.732,161800,4
0.641,0.384,2,-10.555,1,0.0234,0.571,0.0,0.0881,0.339,94.245,221200,4
0.398,0.473,2,-8.753,0,0.0323,0.834,0.0,0.231,0.677,169.181,300533,4
0.486,0.117,0,-12.982,0,0.0451,0.909,0.0,0.118,0.468,86.408,153834,3
0.425,0.921,9,-6.696,1,0.046,8.19e-05,0.218,0.181,0.483,130.6,246573,4
0.506,0.36,9,-14.282,0,0.0313,0.738,0.983,0.335,0.325,117.44,90760,4
0.197,0.234,0,-13.919,1,0.0378,0.963,0.00439,0.0868,0.25,87.107,180867,4
0.635,0.278,0,-12.924,0,0.0374,0.908,0.563,0.2,0.741,80.174,177907,4
0.617,0.931,2,-4.814,1,0.0469,0.26,0.0,0.12,0.557,118.966,279027,4
0.735,0.353,0,-14.287,1,0.0421,0.816,0.74,0.111,0.396,119.06,240160,4
0.396,0.063,9,-19.509,1,0.0476,0.969,0.417,0.183,0.467,133.186,536547,4
0.791,0.56,1,-6.316,0,0.0351,0.445,0.000624,0.067,0.804,122.027,255693,4
0.559,0.0863,8,-26.941,0,0.0438,0.995,0.927,0.142,0.891,105.406,45200,4
0.722,0.458,7,-8.838,1,0.0581,0.966,0.00138,0.107,0.984,86.824,95299,4
0.441,0.108,10,-17.259,0,0.0974,0.992,7.64e-05,0.328,0.155,85.389,80093,1
0.598,0.426,6,-10.288,1,0.323,0.638,0.0,0.706,0.793,78.571,179160,4
0.719,0.407,2,-12.859,1,0.0413,0.633,6.55e-06,0.145,0.806,143.678,211067,4
0.19,0.934,1,-7.796,1,0.056,8.08e-06,0.107,0.363,0.36,98.424,243520,3
0.42,0.168,9,-15.318,1,0.0307,0.99,0.698,0.152,0.359,79.743,170960,4
0.741,0.967,6,-5.488,1,0.0504,0.0484,1.51e-05,0.0384,0.979,102.0,210867,4
0.549,0.365,2,-8.695,0,0.0371,0.914,0.904,0.112,0.608,136.831,203800,4
0.636,0.702,0,-5.352,0,0.0334,0.0223,0.0,0.293,0.516,135.104,176026,4
0.36,0.795,9,-7.927,1,0.0401,0.000432,0.00133,0.0776,0.518,126.554,248520,4
0.429,0.271,7,-16.013,1,0.0283,0.865,0.0435,0.372,0.482,178.329,200162,4
0.559,0.113,8,-16.934,1,0.0602,0.876,0.0,0.212,0.361,80.67,200960,4
0.502,0.258,10,-19.591,1,0.0374,0.99,0.869,0.121,0.963,104.837,37093,4
0.621,0.478,11,-8.709,0,0.0378,0.715,2.42e-06,0.0688,0.541,109.179,280880,4
0.771,0.886,1,-6.121,1,0.0628,0.0248,0.0043,0.0319,0.939,107.389,428453,4
0.804,0.654,6,-8.07,0,0.145,0.00929,6.06e-05,0.108,0.529,97.816,255333,4
0.434,0.458,0,-11.457,0,0.0479,0.261,0.00869,0.173,0.547,146.768,287582,4
0.375,0.144,4,-19.758,1,0.0338,0.881,1.91e-06,0.105,0.481,198.235,299746,3
0.408,0.43,2,-11.287,1,0.0342,0.823,0.0,0.153,0.621,107.455,158933,4
0.843,0.254,0,-13.455,1,0.414,0.922,0.0,0.137,0.789,110.691,152960,4
0.754,0.391,2,-10.373,1,0.0381,0.0137,0.612,0.244,0.942,82.372,149080,4
0.499,0.836,4,-5.348,1,0.0325,0.0444,0.0,0.0843,0.543,88.001,232933,4
0.543,0.725,9,-4.11,1,0.0273,0.075,0.000213,0.702,0.722,113.296,181773,4
0.364,0.413,2,-12.602,1,0.0262,0.0946,0.371,0.118,0.249,86.851,668360,4
0.649,0.857,7,-7.015,1,0.044,0.11,1.21e-05,0.0871,0.962,149.583,225507,4
0.231,0.0865,10,-16.345,1,0.0341,0.946,0.000396,0.171,0.0916,90.095,171920,4
0.558,0.947,10,-3.797,1,0.0423,0.0399,4.27e-06,0.175,0.418,129.994,240267,4
0.619,0.37,2,-12.991,0,0.146,0.752,0.0,0.198,0.768,88.459,278213,4
0.541,0.94,8,-6.887,0,0.487,0.687,0.00214,0.367,0.754,159.803,73613,4
0.434,0.328,5,-13.082,1,0.0338,0.357,0.304,0.101,0.169,123.64,492773,4
0.308,0.165,10,-12.705,1,0.0548,0.975,0.000265,0.104,0.397,53.052,151067,3
0.125,0.107,9,-20.097,0,0.0365,0.951,0.858,0.116,0.039,87.871,212960,4
0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,211720,4
0.322,0.16,9,-19.98,0,0.037,0.963,0.000133,0.678,0.153,105.844,216560,5
0.533,0.511,11,-10.263,1,0.213,0.978,1.23e-05,0.649,0.842,197.685,175787,4
0.596,0.443,0,-12.46,1,0.0289,0.175,3.84e-05,0.35,0.458,75.296,240800,4
0.504,0.717,10,-8.45,1,0.0336,0.123,0.0,0.465,0.762,109.078,189400,4
0.688,0.725,2,-8.032,1,0.291,0.000431,0.000399,0.416,0.56,95.02,158693,4
0.576,0.511,2,-7.006,1,0.0315,0.58,3.89e-05,0.261,0.957,206.473,235707,4
0.342,0.992,11,-3.251,0,0.0632,0.019,0.00604,0.101,0.938,165.23,120507,4
0.75,0.485,9,-12.649,0,0.0327,0.013,0.207,0.153,0.662,100.328,269800,4
0.604,0.778,0,-5.686,1,0.0259,0.00726,1.33e-05,0.114,0.419,100.155,256453,4
0.728,0.68,7,-9.143,1,0.0342,0.199,0.000942,0.126,0.946,84.566,214293,4
0.0881,0.0365,0,-32.248,0,0.039,0.942,0.117,0.101,0.0389,86.035,221667,4
0.835,0.651,3,-6.414,1,0.0766,0.153,0.0,0.0531,0.97,142.382,207800,4
0.529,0.687,7,-9.811,1,0.265,0.0316,4.22e-06,0.684,0.277,172.103,197400,4
0.708,0.814,4,-10.852,0,0.0405,0.551,0.821,0.122,0.64,105.146,229827,4
0.43,0.7,6,-5.35,1,0.264,0.0902,0.0,0.216,0.731,158.373,183219,4
0.628,0.754,11,-8.777,1,0.472,0.21,0.0,0.12,0.57,86.194,196000,4
0.721,0.377,0,-12.489,1,0.0294,0.174,1.21e-06,0.344,0.607,84.782,254200,4
0.615,0.471,10,-6.783,1,0.0306,0.515,7.06e-06,0.17,0.931,113.378,233117,4
0.413,0.37,9,-13.057,1,0.0376,0.534,0.0,0.106,0.372,105.537,208067,4
0.372,0.253,5,-10.413,1,0.0318,0.96,2.03e-05,0.336,0.593,139.609,184173,4
0.734,0.131,3,-17.484,1,0.16,0.989,0.0255,0.102,0.697,93.595,143040,4
0.494,0.104,2,-17.969,1,0.292,0.968,4.15e-05,0.202,0.2,93.586,115773,5
0.647,0.27,2,-13.941,1,0.0328,0.852,0.00139,0.0834,0.667,110.945,268173,4
0.721,0.737,5,-2.734,0,0.0324,0.121,0.0,0.165,0.931,97.996,223547,4
0.757,0.92,7,-2.975,1,0.0612,0.14,0.000192,0.0876,0.929,113.338,182427,4
0.24,0.0785,5,-16.894,1,0.0324,0.974,0.826,0.313,0.21,78.332,110560,4
0.546,0.843,0,-5.821,1,0.0326,0.12,4.98e-05,0.0618,0.783,129.894,244107,4
0.656,0.978,0,-3.676,1,0.0443,0.0488,0.00242,0.0475,0.749,110.001,258107,4
0.779,0.194,7,-18.431,1,0.0715,0.996,0.95,0.112,0.816,119.736,170320,4
0.536,0.571,0,-6.879,1,0.0278,0.355,0.0,0.0595,0.397,126.909,280933,4
0.46,0.697,6,-5.954,0,0.325,0.0186,0.0,0.362,0.701,153.426,202120,4
0.537,0.34,8,-11.885,1,0.0399,0.866,0.0,0.13,0.626,108.651,160760,5
0.375,0.654,0,-9.42,0,0.132,0.272,0.885,0.346,0.332,149.577,147133,4
0.522,0.26,7,-11.842,1,0.0355,0.873,2e-05,0.0826,0.875,164.593,173533,4
0.558,0.198,0,-13.106,1,0.0699,0.98,0.941,0.194,0.45,123.113,210493,4
0.78,0.849,6,-5.646,1,0.064,0.159,0.0,0.93,0.662,125.018,229120,4
0.582,0.336,5,-11.3,0,0.0358,0.569,0.877,0.104,0.376,95.136,252707,4
0.719,0.292,1,-10.683,1,0.0497,0.603,0.31,0.0487,0.84,154.913,152533,4
0.499,0.0875,5,-20.383,1,0.05,0.871,0.000221,0.11,0.418,153.439,139000,4
0.552,0.407,0,-15.527,1,0.0815,0.655,0.0,0.663,0.903,97.771,132533,4
0.761,0.615,5,-10.932,0,0.206,0.156,0.00176,0.119,0.668,109.372,296400,4
0.551,0.493,10,-5.685,1,0.0378,0.646,0.0,0.287,0.43,94.415,153533,4
0.529,0.291,5,-15.961,1,0.0378,0.841,0.0582,0.0813,0.517,78.166,209333,4
0.464,0.674,9,-5.671,1,0.031,0.134,0.0,0.0824,0.237,158.032,330067,4
0.569,0.35,1,-11.614,1,0.0265,0.498,8.57e-06,0.119,0.46,75.934,274640,4
0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,228667,4
